Hour Ending,COAST,EAST,FWEST,NORTH,NCENT,SOUTH,SCENT,WEST,ERCOT
01/01/2023 01:00,8514.637876,1218.506271,5073.526557,917.394049,9896.757586,2859.017922,6012.400469,1116.933155,35609.173887
01/01/2023 02:00,8345.632899,1179.885576,5016.774637,906.854582,9675.86972,2845.77921,5934.08426,1107.417972,35012.298856
01/01/2023 03:00,8125.706879,1151.144653,5016.30322,894.817013,9490.332365,2734.163642,5855.790279,1101.324245,34369.582295
01/01/2023 04:00,7995.083655,1153.306928,5038.003823,891.733538,9420.89047,2555.339795,5840.914307,1105.457821,34000.730337
01/01/2023 05:00,7906.920393,1168.779618,4994.502755,896.893843,9430.780728,2484.777679,5873.683697,1108.739956,33865.078669
01/01/2023 06:00,7889.554389,1156.228161,4948.337707,906.319316,9571.444279,2470.114206,5993.187535,1132.445612,34067.631206
01/01/2023 07:00,7934.474748,1212.178357,4840.270738,920.09894,9766.058677,2611.113518,6141.055235,1156.027386,34581.277597
01/01/2023 08:00,7935.765832,1241.090793,4800.167719,937.08713,10043.026955,2606.581613,6334.335677,1198.191058,35096.246776
01/01/2023 09:00,8123.640818,1290.586884,4869.876501,889.445101,10352.355371,2608.052077,6397.166257,1203.281519,35734.404528
01/01/2023 10:00,8457.019497,1310.219024,4961.062941,950.200263,10448.812335,2809.72229,6340.599995,1162.209494,36439.845839
01/01/2023 11:00,8817.685609,1319.877501,5052.531366,898.520077,10441.668637,2900.614596,6207.010676,1106.141658,36744.05012
01/01/2023 12:00,9186.859668,1321.326188,5110.735065,851.856167,10578.378138,2982.91009,6035.219975,1062.061348,37129.346639
01/01/2023 13:00,9484.775321,1321.105393,5132.884725,908.571147,10710.685953,3149.704566,5966.068104,1038.434791,37712.230001
01/01/2023 14:00,9751.880756,1334.786846,4952.662715,833.995557,10734.515219,3359.94178,6002.5281,1013.023404,37983.334375
01/01/2023 15:00,10018.235508,1314.131423,4998.434006,830.515044,10780.912391,3569.063544,6125.758907,1009.186867,38646.237692
01/01/2023 16:00,10206.582598,1354.512651,5073.393608,909.869951,10927.806519,3638.953645,6252.281777,1015.461948,39378.862698
01/01/2023 17:00,10222.851613,1373.395785,4955.972921,883.629105,11026.894708,3696.085849,6416.120834,1021.686082,39596.636896
01/01/2023 18:00,10358.767529,1391.406831,4835.866598,878.731164,11448.086285,3628.514428,6646.461866,1053.708227,40241.542928
01/01/2023 19:00,10662.355338,1465.749937,4980.792279,969.784371,11909.311466,3602.486367,6906.751505,1097.758712,41594.989976
01/01/2023 20:00,10558.768508,1426.865505,5077.564519,974.12626,11688.319876,3584.26659,6805.682761,1092.153541,41207.74756
01/01/2023 21:00,10442.706616,1422.192449,5101.095981,962.387653,11515.467341,3532.779843,6665.983543,1081.077106,40723.690532
01/01/2023 22:00,10278.031264,1376.612533,5076.382022,944.128375,11191.261619,3470.778873,6526.729117,1077.56824,39941.492043
01/01/2023 23:00,10003.157039,1304.362678,5024.303651,913.230897,10781.277172,3364.147312,6306.330407,1051.226662,38748.035819
01/01/2023 24:00,9674.794693,1266.396061,5021.114714,882.000049,10221.147771,3109.517988,6030.024121,1034.670649,37239.666045
01/02/2023 01:00,9052.174729,1191.235021,4900.723643,839.087782,9514.965589,3090.366543,6021.250469,1096.895038,35706.698815
01/02/2023 02:00,8796.923448,1139.634612,4909.56428,828.685163,9174.934059,2977.647366,5804.771947,1083.481638,34715.642512
01/02/2023 03:00,8580.184617,1107.173196,4931.791869,819.228531,8980.380309,2865.370574,5693.424485,1067.09472,34044.648301
01/02/2023 04:00,8533.345721,1100.511857,4980.250427,822.026567,8927.453182,2709.250882,5614.004479,1065.956367,33752.799482
